prefCode,prefJP,prefEN,date,tests,newCases,activeCases,severeCases,recovered,deaths,rt
1,北海道,Hokkaido,202066,15713.0,1117.0,156.0,11.0,869.0,90.0,0.77
1,北海道,Hokkaido,202067,16024.0,1121.0,158.0,13.0,881.0,90.0,0.86
1,北海道,Hokkaido,202068,16302.0,1125.0,150.0,11.0,888.0,91.0,0.81
1,北海道,Hokkaido,202069,16456.0,1132.0,146.0,11.0,906.0,91.0,1.0
1,北海道,Hokkaido,202071,21190.0,1267.0,103.0,5.0,1072.0,100.0,1.75
1,北海道,Hokkaido,2020710,23073.0,1289.0,56.0,5.0,1126.0,101.0,0.38
1,北海道,Hokkaido,2020711,23261.0,1290.0,62.0,5.0,1130.0,101.0,0.38
1,北海道,Hokkaido,2020712,23417.0,1294.0,59.0,5.0,1132.0,101.0,0.56
1,北海道,Hokkaido,2020713,23539.0,1296.0,61.0,5.0,1132.0,102.0,0.78
1,北海道,Hokkaido,2020714,23694.0,1304.0,62.0,5.0,1136.0,102.0,1.48
1,北海道,Hokkaido,2020715,24041.0,1317.0,66.0,5.0,1139.0,102.0,1.83
1,北海道,Hokkaido,2020716,24496.0,1323.0,76.0,5.0,1141.0,102.0,3.16
1,北海道,Hokkaido,2020717,24768.0,1326.0,80.0,5.0,1149.0,102.0,2.0
1,北海道,Hokkaido,2020718,25042.0,1339.0,75.0,5.0,1156.0,102.0,2.45
1,北海道,Hokkaido,2020719,25289.0,1348.0,81.0,5.0,1158.0,102.0,2.28
1,北海道,Hokkaido,202072,21408.0,1275.0,95.0,5.0,1077.0,101.0,1.75
1,北海道,Hokkaido,2020720,25483.0,1351.0,88.0,5.0,1164.0,102.0,2.14
1,北海道,Hokkaido,2020721,25699.0,1361.0,85.0,5.0,1171.0,102.0,1.75
1,北海道,Hokkaido,2020722,26110.0,1367.0,88.0,5.0,1175.0,102.0,1.29
1,北海道,Hokkaido,2020723,26444.0,1371.0,90.0,4.0,1181.0,103.0,1.14
1,北海道,Hokkaido,2020724,26689.0,1377.0,87.0,4.0,1188.0,103.0,1.26
1,北海道,Hokkaido,2020725,26866.0,1386.0,86.0,4.0,1191.0,103.0,0.97
1,北海道,Hokkaido,2020726,27003.0,1391.0,92.0,4.0,1196.0,103.0,0.85
1,北海道,Hokkaido,2020727,27210.0,1396.0,92.0,4.0,1202.0,103.0,0.87
1,北海道,Hokkaido,2020728,27517.0,1399.0,91.0,4.0,1214.0,103.0,0.75
1,北海道,Hokkaido,2020729,28088.0,1404.0,82.0,4.0,1215.0,103.0,0.81
1,北海道,Hokkaido,202073,21674.0,1275.0,97.0,6.0,1080.0,101.0,1.56
1,北海道,Hokkaido,2020730,28554.0,1413.0,86.0,3.0,1237.0,103.0,0.91
1,北海道,Hokkaido,2020731,29114.0,1428.0,73.0,3.0,1243.0,103.0,1.0
1,北海道,Hokkaido,202074,21946.0,1276.0,94.0,6.0,1088.0,101.0,1.64
1,北海道,Hokkaido,202075,22118.0,1277.0,87.0,6.0,1093.0,101.0,0.93
1,北海道,Hokkaido,202076,22261.0,1277.0,83.0,6.0,1098.0,101.0,0.63
1,北海道,Hokkaido,202077,22347.0,1278.0,78.0,6.0,1106.0,101.0,0.36
1,北海道,Hokkaido,202078,22533.0,1282.0,71.0,6.0,1120.0,101.0,0.39
1,北海道,Hokkaido,202079,22763.0,1283.0,61.0,6.0,1126.0,101.0,0.24
1,北海道,Hokkaido,202081,29610.0,1446.0,82.0,3.0,1247.0,103.0,1.19
1,北海道,Hokkaido,2020810,34080.0,1565.0,133.0,3.0,1320.0,103.0,1.04
1,北海道,Hokkaido,2020811,34341.0,1579.0,142.0,3.0,1323.0,103.0,1.0
1,北海道,Hokkaido,2020812,34577.0,1583.0,153.0,3.0,1334.0,103.0,0.86
1,北海道,Hokkaido,2020813,35118.0,1593.0,146.0,3.0,1348.0,103.0,0.84
1,北海道,Hokkaido,2020814,35641.0,1605.0,142.0,3.0,1368.0,103.0,0.83
1,北海道,Hokkaido,2020815,36031.0,1619.0,134.0,3.0,1379.0,103.0,0.87
1,北海道,Hokkaido,2020816,36329.0,1627.0,137.0,3.0,1388.0,103.0,0.83
1,北海道,Hokkaido,2020817,36655.0,1632.0,136.0,3.0,1400.0,103.0,0.83
1,北海道,Hokkaido,2020818,36962.0,1638.0,129.0,3.0,1407.0,103.0,0.74
1,北海道,Hokkaido,2020819,37326.0,1646.0,128.0,3.0,1429.0,103.0,0.84
1,北海道,Hokkaido,202082,30013.0,1455.0,96.0,3.0,1252.0,103.0,1.33
1,北海道,Hokkaido,2020820,37786.0,1671.0,114.0,3.0,1457.0,103.0,0.99
1,北海道,Hokkaido,2020821,38536.0,1681.0,111.0,3.0,1463.0,103.0,0.99
1,北海道,Hokkaido,2020822,39136.0,1698.0,115.0,2.0,1465.0,103.0,1.01
1,北海道,Hokkaido,2020823,39570.0,1712.0,130.0,2.0,1472.0,103.0,1.09
1,北海道,Hokkaido,2020824,40089.0,1720.0,137.0,2.0,1476.0,103.0,1.22
1,北海道,Hokkaido,2020825,40741.0,1727.0,141.0,2.0,1488.0,103.0,1.34
1,北海道,Hokkaido,2020826,41417.0,1734.0,136.0,2.0,1499.0,103.0,1.27
1,北海道,Hokkaido,2020827,42030.0,1744.0,132.0,2.0,1512.0,103.0,0.95
1,北海道,Hokkaido,2020828,42955.0,1760.0,129.0,2.0,1527.0,103.0,1.03
